TIGRFAM	DUF	CS	GO	Ontology	Description	TIGRFAMDescription	PFAMCount	DUFCount
TIGR03038	PF11332	Low	NA	NA	NA	photosystem II reaction center protein PsbM	343	1227
TIGR03039	PF11332	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	1227
TIGR03044	PF11332	High	NA	NA	NA	photosystem II protein Psb27	396	1227
TIGR03045	PF11332	High	NA	NA	NA	cytochrome c-550	344	1227
TIGR03047	PF11332	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	1227
TIGR03048	PF11332	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	1227
TIGR03060	PF11332	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	1227
TIGR03697	PF11332	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	1227
TIGR03697	PF11332	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	1227
TIGR04058	PF11332	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	1227
TIGR04059	PF11332	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	1227
TIGR00403	PF11341	High	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	693
TIGR01153	PF11341	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	693
TIGR01332	PF11341	High	NA	NA	NA	cytochrome b559, alpha subunit	392	693
TIGR01333	PF11341	High	NA	NA	NA	cytochrome b559, beta subunit	361	693
TIGR01335	PF11341	High	NA	NA	NA	photosystem I core protein PsaA	379	693
TIGR01336	PF11341	High	NA	NA	NA	photosystem I core protein PsaB	376	693
TIGR02056	PF11341	High	NA	NA	NA	chlorophyll synthase ChlG	392	693
TIGR02387	PF11341	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	693
TIGR02654	PF11341	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	693
TIGR02732	PF11341	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	693
TIGR02749	PF11341	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	693
TIGR03038	PF11341	High	NA	NA	NA	photosystem II reaction center protein PsbM	343	693
TIGR03039	PF11341	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	693
TIGR03044	PF11341	High	NA	NA	NA	photosystem II protein Psb27	396	693
TIGR03048	PF11341	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	693
TIGR03060	PF11341	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	693
TIGR03697	PF11341	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	693
TIGR03697	PF11341	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	693
TIGR04059	PF11341	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	693
TIGR01153	PF11344	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	276
TIGR01332	PF11344	High	NA	NA	NA	cytochrome b559, alpha subunit	392	276
TIGR01333	PF11344	High	NA	NA	NA	cytochrome b559, beta subunit	361	276
TIGR01335	PF11344	Low	NA	NA	NA	photosystem I core protein PsaA	379	276
TIGR02732	PF11344	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	276
TIGR02749	PF11344	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	276
TIGR03047	PF11344	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	276
TIGR03048	PF11344	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	276
TIGR03060	PF11344	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	276
TIGR03697	PF11344	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	276
TIGR03697	PF11344	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	276
TIGR01153	PF11347	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	1203
TIGR01332	PF11347	High	NA	NA	NA	cytochrome b559, alpha subunit	392	1203
TIGR01333	PF11347	High	NA	NA	NA	cytochrome b559, beta subunit	361	1203
TIGR02028	PF11347	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	1203
TIGR02749	PF11347	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	1203
TIGR03049	PF11347	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit PsaK	403	1203
TIGR03060	PF11347	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	1203
TIGR04059	PF11347	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	1203
TIGR00403	PF11352	Low	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	1073
TIGR01153	PF11352	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	1073
TIGR01332	PF11352	Low	NA	NA	NA	cytochrome b559, alpha subunit	392	1073
TIGR01333	PF11352	Low	NA	NA	NA	cytochrome b559, beta subunit	361	1073
TIGR01335	PF11352	High	NA	NA	NA	photosystem I core protein PsaA	379	1073
TIGR01336	PF11352	Low	NA	NA	NA	photosystem I core protein PsaB	376	1073
TIGR02028	PF11352	Low	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	1073
TIGR02048	PF11352	High	GO:0006750	BP	glutathione biosynthetic process	putative glutamate--cysteine ligase	406	1073
TIGR02056	PF11352	Low	NA	NA	NA	chlorophyll synthase ChlG	392	1073
TIGR02387	PF11352	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	1073
TIGR02654	PF11352	Low	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	1073
TIGR02749	PF11352	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	1073
TIGR03038	PF11352	Low	NA	NA	NA	photosystem II reaction center protein PsbM	343	1073
TIGR03044	PF11352	High	NA	NA	NA	photosystem II protein Psb27	396	1073
TIGR03047	PF11352	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	1073
TIGR03048	PF11352	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	1073
TIGR03052	PF11352	Low	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit VIII	305	1073
TIGR03060	PF11352	Low	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	1073
TIGR03697	PF11352	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	1073
TIGR03697	PF11352	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	1073
TIGR04058	PF11352	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	1073
TIGR04059	PF11352	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	1073
TIGR01690	PF11358	High	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	113
TIGR03744	PF11358	High	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	113
TIGR03745	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	113
TIGR03746	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	113
TIGR03747	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	113
TIGR03748	PF11358	High	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	113
TIGR03749	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	113
TIGR03750	PF11358	High	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	113
TIGR03751	PF11358	High	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	113
TIGR03752	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	113
TIGR03754	PF11358	High	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	113
TIGR03755	PF11358	High	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	113
TIGR03756	PF11358	High	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	113
TIGR03757	PF11358	High	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	113
TIGR03758	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	113
TIGR03759	PF11358	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	113
TIGR03760	PF11358	High	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	113
TIGR03761	PF11358	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	113
TIGR03764	PF11358	High	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	113
TIGR03765	PF11358	High	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	113
TIGR01635	PF11363	Low	GO:0016032	BP	viral process	phage virion morphogenesis protein	1832	15
TIGR01537	PF11367	Very high	GO:0019068	BP	virion assembly	phage portal protein, HK97 family	5406	2270
TIGR01554	PF11367	Very high	GO:0019068	BP	virion assembly	phage major capsid protein, HK97 family	6791	2270
TIGR01563	PF11367	High	GO:0019068	BP	virion assembly	putative phage head-tail adaptor	2830	2270
TIGR01725	PF11367	Very high	NA	NA	NA	phage protein, HK97 gp10 family	2490	2270
TIGR02126	PF11367	High	GO:0019068	BP	virion assembly	phage major tail protein, TP901-1 family	1965	2270
TIGR02215	PF11367	High	NA	NA	NA	phage conserved hypothetical protein, phiE125 gp8 family	2276	2270
TIGR02216	PF11367	High	NA	NA	NA	phage conserved hypothetical protein	1011	2270
TIGR00403	PF11371	Low	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	4391
TIGR02732	PF11371	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	4391
TIGR03039	PF11371	Low	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	4391
TIGR03044	PF11371	High	NA	NA	NA	photosystem II protein Psb27	396	4391
TIGR00803	PF11374	High	NA	NA	NA	UDP-galactose transporter	1	302
TIGR00844	PF11374	High	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	302
TIGR01456	PF11374	High	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	302
TIGR02056	PF11375	Low	NA	NA	NA	chlorophyll synthase ChlG	392	2113
TIGR03816	PF11377	Low	NA	NA	NA	helicase/secretion neighborhood TadE-like protein	2487	1779
TIGR01152	PF11378	High	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	2449
TIGR01336	PF11378	Low	NA	NA	NA	photosystem I core protein PsaB	376	2449
TIGR02387	PF11378	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	2449
TIGR02732	PF11378	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	2449
TIGR03047	PF11378	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	2449
TIGR03048	PF11378	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	2449
TIGR03052	PF11378	Low	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit VIII	305	2449
TIGR03697	PF11378	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	2449
TIGR03697	PF11378	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	2449
TIGR04058	PF11378	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	2449
TIGR04059	PF11378	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	2449
TIGR03779	PF11387	Low	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	2783
TIGR03780	PF11387	Low	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	2783
TIGR03781	PF11387	Low	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	2783
TIGR03782	PF11387	Low	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	2783
TIGR03783	PF11387	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	2783
TIGR00746	PF11392	High	GO:0006520	BP	cellular amino acid metabolic process	carbamate kinase	6101	NA
TIGR00547	PF11444	Low	GO:0009306	BP	protein secretion	outer membrane lipoprotein carrier protein LolA	6322	2774
TIGR01348	PF11444	Low	GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	dihydrolipoyllysine-residue acetyltransferase	6079	2774
TIGR01690	PF11444	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	2774
TIGR02203	PF11444	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	2774
TIGR02794	PF11444	Low	GO:0006810	BP	transport	protein TolA	6371	2774
TIGR02794	PF11444	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	2774
TIGR03744	PF11444	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	2774
TIGR03745	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	2774
TIGR03746	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	2774
TIGR03747	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	2774
TIGR03748	PF11444	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	2774
TIGR03749	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	2774
TIGR03750	PF11444	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	2774
TIGR03751	PF11444	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	2774
TIGR03752	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	2774
TIGR03754	PF11444	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	2774
TIGR03755	PF11444	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	2774
TIGR03756	PF11444	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	2774
TIGR03757	PF11444	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	2774
TIGR03758	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	2774
TIGR03759	PF11444	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	2774
TIGR03760	PF11444	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	2774
TIGR03761	PF11444	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	2774
TIGR03764	PF11444	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	2774
TIGR03765	PF11444	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	2774
TIGR01724	PF11576	High	NA	NA	NA	H2-forming N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase-related protein	4	1
TIGR03958	PF11576	High	GO:0015948	BP	methanogenesis	5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC	4	1
TIGR03958	PF11576	High	GO:0051188	BP	cofactor biosynthetic process	5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC	4	1
TIGR03877	PF11586	High	NA	NA	NA	KaiC domain protein, Ph0284 family	15	NA
TIGR04183	PF11589	Low	NA	NA	NA	Por secretion system C-terminal sorting domain	4855	274
TIGR01831	PF11659	Very high	NA	NA	NA	putative 3-oxoacyl-(acyl-carrier-protein) reductase	2225	3380
TIGR01690	PF11660	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	1751
TIGR02794	PF11660	Low	GO:0006810	BP	transport	protein TolA	6371	1751
TIGR02794	PF11660	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	1751
TIGR03744	PF11660	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	1751
TIGR03745	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	1751
TIGR03746	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	1751
TIGR03747	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	1751
TIGR03748	PF11660	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	1751
TIGR03749	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	1751
TIGR03750	PF11660	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	1751
TIGR03751	PF11660	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	1751
TIGR03752	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	1751
TIGR03754	PF11660	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	1751
TIGR03755	PF11660	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	1751
TIGR03756	PF11660	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	1751
TIGR03757	PF11660	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	1751
TIGR03758	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	1751
TIGR03759	PF11660	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	1751
TIGR03760	PF11660	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	1751
TIGR03761	PF11660	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	1751
TIGR03764	PF11660	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	1751
TIGR03765	PF11660	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	1751
TIGR01525	PF11666	Low	GO:0030001	BP	metal ion transport	heavy metal translocating P-type ATPase	23454	1073
TIGR02774	PF11674	High	GO:0000724	BP	double-strand break repair via homologous recombination	ATP-dependent nuclease subunit B	308	2340
TIGR01690	PF11679	Low	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	1580
TIGR03744	PF11679	High	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	1580
TIGR03745	PF11679	Low	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	1580
TIGR03746	PF11679	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	1580
TIGR03747	PF11679	High	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	1580
TIGR03748	PF11679	High	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	1580
TIGR03749	PF11679	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	1580
TIGR03750	PF11679	Low	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	1580
TIGR03751	PF11679	High	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	1580
TIGR03752	PF11679	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	1580
TIGR03754	PF11679	High	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	1580
TIGR03755	PF11679	High	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	1580
TIGR03756	PF11679	High	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	1580
TIGR03757	PF11679	Low	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	1580
TIGR03758	PF11679	Low	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	1580
TIGR03759	PF11679	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	1580
TIGR03760	PF11679	High	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	1580
TIGR03761	PF11679	High	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	1580
TIGR03764	PF11679	High	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	1580
TIGR03765	PF11679	Low	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	1580
TIGR00403	PF11688	High	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	2914
TIGR01152	PF11688	Low	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	2914
TIGR01153	PF11688	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	2914
TIGR01156	PF11688	High	GO:0055114	BP	oxidation-reduction process	cytb6/f complex subunit IV	408	2914
TIGR01332	PF11688	High	NA	NA	NA	cytochrome b559, alpha subunit	392	2914
TIGR01333	PF11688	Low	NA	NA	NA	cytochrome b559, beta subunit	361	2914
TIGR01335	PF11688	Low	NA	NA	NA	photosystem I core protein PsaA	379	2914
TIGR01336	PF11688	Low	NA	NA	NA	photosystem I core protein PsaB	376	2914
TIGR02028	PF11688	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	2914
TIGR02056	PF11688	High	NA	NA	NA	chlorophyll synthase ChlG	392	2914
TIGR02387	PF11688	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	2914
TIGR02654	PF11688	Low	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	2914
TIGR02732	PF11688	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	2914
TIGR03043	PF11688	Low	NA	NA	NA	photosystem II core protein PsbZ	381	2914
TIGR03044	PF11688	High	NA	NA	NA	photosystem II protein Psb27	396	2914
TIGR03047	PF11688	Low	NA	NA	NA	photosystem II reaction center protein Psb28	402	2914
TIGR03048	PF11688	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	2914
TIGR03060	PF11688	Low	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	2914
TIGR04058	PF11688	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	2914
TIGR04059	PF11688	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	2914
TIGR01152	PF11691	Low	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	1978
TIGR01156	PF11691	Low	GO:0055114	BP	oxidation-reduction process	cytb6/f complex subunit IV	408	1978
TIGR01332	PF11691	High	NA	NA	NA	cytochrome b559, alpha subunit	392	1978
TIGR01333	PF11691	High	NA	NA	NA	cytochrome b559, beta subunit	361	1978
TIGR02028	PF11691	Low	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	1978
TIGR02056	PF11691	High	NA	NA	NA	chlorophyll synthase ChlG	392	1978
TIGR02387	PF11691	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	1978
TIGR02654	PF11691	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	1978
TIGR03044	PF11691	Low	NA	NA	NA	photosystem II protein Psb27	396	1978
TIGR03047	PF11691	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	1978
TIGR03060	PF11691	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	1978
TIGR04058	PF11691	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	1978
TIGR04059	PF11691	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	1978
TIGR03034	PF11692	High	GO:0008150	BP	biological_process	conserved hypothetical protein	202	405
TIGR01783	PF11745	Low	NA	NA	NA	TonB-dependent siderophore receptor	7891	65
TIGR03344	PF11745	Low	GO:0009405	BP	pathogenesis	type VI secretion system effector, Hcp1 family	3720	65
TIGR03344	PF11745	Low	GO:0052048	BP	NA	type VI secretion system effector, Hcp1 family	3720	65
TIGR03345	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion ATPase, ClpV1 family	3359	65
TIGR03347	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0111 family	3628	65
TIGR03349	PF11745	Low	GO:0052048	BP	NA	type IV/VI secretion system protein, DotU family	3768	65
TIGR03353	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0114 family	3693	65
TIGR03355	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, EvpB/VC_A0108 family	3729	65
TIGR03357	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion system lysozyme-like protein	3523	65
TIGR03358	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0107 family	3697	65
TIGR03359	PF11745	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, TIGR03359 family	3671	65
TIGR01583	PF11748	High	GO:0009061	BP	anaerobic respiration	formate dehydrogenase, gamma subunit	4624	455
TIGR02811	PF11748	High	NA	NA	NA	formate dehydrogenase region TAT target	1471	455
TIGR01583	PF11749	High	GO:0009061	BP	anaerobic respiration	formate dehydrogenase, gamma subunit	4624	841
TIGR02811	PF11749	High	NA	NA	NA	formate dehydrogenase region TAT target	1471	841
TIGR02677	PF11796	Very high	NA	NA	NA	TIGR02677 family protein	1205	1764
TIGR02678	PF11796	Very high	NA	NA	NA	TIGR02678 family protein	1211	1764
TIGR02679	PF11796	Very high	NA	NA	NA	TIGR02679 family protein	1029	1764
TIGR02680	PF11796	Very high	NA	NA	NA	TIGR02680 family protein	1067	1764
TIGR01783	PF11804	High	NA	NA	NA	TonB-dependent siderophore receptor	7891	767
TIGR04519	PF11821	High	NA	NA	NA	MoCo/4Fe-4S cofactor protein extended Tat translocation domain	2399	510
TIGR01977	PF11823	High	NA	NA	NA	cysteine desulfurase family protein	2766	571
TIGR04112	PF11823	Low	NA	NA	NA	putative selenium metabolism protein, YedE family	1096	571
TIGR03904	PF11842	Very high	NA	NA	NA	uncharacterized radical SAM protein YgiQ	7345	220
TIGR00068	PF11843	Low	GO:0005975	BP	carbohydrate metabolic process	lactoylglutathione lyase	10383	1342
TIGR00068	PF11843	Low	GO:0051596	BP	methylglyoxal catabolic process	lactoylglutathione lyase	10383	1342
TIGR00929	PF11843	High	NA	NA	NA	type IV secretion/conjugal transfer ATPase, VirB4 family	3153	1342
TIGR02771	PF11843	High	GO:0000746	BP	conjugation	conjugative transfer signal peptidase TraF	1688	1342
TIGR02775	PF11843	High	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbG	1769	1342
TIGR02780	PF11843	High	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbJ	2029	1342
TIGR02782	PF11843	Very high	NA	NA	NA	P-type conjugative transfer ATPase TrbB	1678	1342
TIGR02783	PF11843	High	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbL	1868	1342
TIGR04360	PF11843	High	GO:0009292	BP	genetic transfer	conjugative transfer region protein TrbK	556	1342
